time(ms);FP;FP(%);FPL_CMD;FRP_A(kPa);FRP_A(kPa);FRP_A_CMD(kPa);LP_FUEL_SW;FLPA(kPa);FLP_DSD(kPa);FLP_V(V);FP_RELAY;FRP(kPa);FRP_DSD(kPa)
540206;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;485.5;765.0;2.44;On;29980.0;30000.0
540251;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;485.0;765.0;2.44;On;30020.0;30000.0
540281;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;485.0;765.0;2.44;On;30060.0;30000.0
540326;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;485.0;765.0;2.44;On;30060.0;30000.0
540356;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;484.5;765.0;2.44;On;30060.0;30000.0
540386;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;484.5;765.0;2.44;On;30060.0;30000.0
540416;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;484.5;765.0;2.44;On;30060.0;30000.0
540446;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;484.5;765.0;2.44;On;30060.0;30000.0
540490;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;484.0;765.0;2.44;On;30060.0;30000.0
540521;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;484.0;765.0;2.44;On;30060.0;30000.0
540551;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;484.0;765.0;2.44;On;30060.0;30000.0
540581;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;484.5;765.0;2.44;On;30060.0;30000.0
540626;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;484.5;765.0;2.44;On;30060.0;30000.0
540656;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;484.5;765.0;2.44;On;30070.0;30000.0
540686;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;485.0;765.0;2.44;On;30080.0;30000.0
540716;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;485.0;765.0;2.44;On;30080.0;30000.0
540746;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;485.0;765.0;2.44;On;30090.0;30000.0
540777;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;485.0;765.0;2.44;On;30100.0;30000.0
540807;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;485.5;765.0;2.44;On;30110.0;30000.0
540836;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;485.5;765.0;2.44;On;30120.0;30000.0
540866;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;485.5;765.0;2.44;On;30120.0;30000.0
540896;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;485.5;765.0;2.44;On;30130.0;30000.0
540926;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;485.5;765.0;2.44;On;30140.0;30000.0
540969;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;485.5;765.0;2.44;On;30130.0;30000.0
541001;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;486.0;765.0;2.44;On;30120.0;30000.0
541031;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;486.0;765.0;2.44;On;30120.0;30000.0
541075;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;486.0;765.0;2.44;On;30110.0;30000.0
541106;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;486.0;765.0;2.44;On;30100.0;30000.0
541168;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;486.0;765.0;2.44;On;30090.0;30000.0
541196;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;486.0;765.0;2.44;On;30080.0;30000.0
541241;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;486.0;765.0;2.44;On;30080.0;30000.0
541271;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;486.0;765.0;2.44;On;30070.0;30000.0
541301;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;486.0;765.0;2.44;On;30060.0;30000.0
541331;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;486.0;765.0;2.44;On;30060.0;30000.0
541361;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;486.0;765.0;2.44;On;30060.0;30000.0
541391;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;486.0;765.0;2.44;On;30060.0;30000.0
541421;On;48.00;Off;30056.0;30060.0;30000.0;Not Low;486.0;765.0;2.44;On;30060.0;30000.0
541451;On;48.00;Off;30024.0;29670.0;30000.0;Not Low;486.0;765.0;2.44;On;30060.0;30000.0
541494;On;48.00;Off;29992.0;29670.0;30000.0;Not Low;486.0;765.0;2.44;On;30060.0;30000.0
541541;On;48.00;Off;29960.0;29670.0;30000.0;Not Low;486.0;765.0;2.44;On;30060.0;30000.0
541571;On;48.00;Off;29928.0;29670.0;30000.0;Not Low;485.5;765.0;2.44;On;30060.0;30000.0
541601;On;48.00;Off;29896.0;29670.0;30000.0;Not Low;485.5;765.0;2.44;On;30060.0;30000.0
541631;On;48.00;Off;29872.0;29670.0;30000.0;Not Low;485.0;765.0;2.44;On;30060.0;30000.0
541661;On;48.00;Off;29840.0;29670.0;30000.0;Not Low;484.5;765.0;2.43;On;31850.0;30000.0
541692;On;48.00;Off;29808.0;29670.0;30000.0;Not Low;484.5;765.0;2.43;On;33650.0;31830.0
541721;On;47.04;Off;29776.0;29670.0;30000.0;Not Low;484.0;765.0;2.42;On;35440.0;33660.0
541751;On;46.08;Off;29744.0;29670.0;30000.0;Not Low;483.5;765.0;2.42;On;37230.0;35480.0
541781;On;45.12;Off;32248.0;30060.0;32120.0;Not Low;483.0;765.0;2.41;On;39030.0;37310.0
541825;On;44.16;Off;34744.0;30060.0;32120.0;Not Low;483.0;765.0;2.40;On;40820.0;39140.0
541856;On;43.20;Off;37248.0;30060.0;32120.0;Not Low;482.5;765.0;2.40;On;42610.0;40970.0
541886;On;42.24;Off;39744.0;30060.0;32120.0;Not Low;479.0;765.0;2.39;On;44400.0;42800.0
541929;On;41.28;Off;42248.0;30060.0;32120.0;Not Low;475.5;765.0;2.39;On;46200.0;44620.0
541976;On;40.33;Off;44744.0;30060.0;32120.0;Not Low;472.0;765.0;2.39;On;47990.0;46450.0
542006;On;39.36;Off;47248.0;30060.0;32120.0;Not Low;468.5;765.0;2.39;On;49700.0;48280.0
542036;On;38.41;Off;49744.0;30060.0;32120.0;Not Low;465.0;765.0;2.39;On;51420.0;49930.0
542066;On;38.72;Off;52248.0;30060.0;32120.0;Not Low;462.0;765.0;2.39;On;53130.0;51580.0
542097;On;39.03;Off;54744.0;30060.0;32120.0;Not Low;458.5;765.0;2.40;On;54840.0;53230.0
542126;On;39.34;Off;56376.0;55550.0;54760.0;Not Low;455.0;765.0;2.40;On;56560.0;54880.0
542157;On;39.65;Off;58008.0;55550.0;54760.0;Not Low;451.5;765.0;2.40;On;58270.0;56540.0
542186;On;39.96;Off;59648.0;55550.0;54760.0;Not Low;448.0;765.0;2.40;On;59980.0;58190.0
542216;On;40.27;Off;61280.0;55550.0;54760.0;Not Low;448.0;765.0;2.40;On;61690.0;59840.0
542246;On;40.58;Off;62912.0;55550.0;54760.0;Not Low;448.0;765.0;2.40;On;63410.0;61490.0
542276;On;40.89;Off;64544.0;55550.0;54760.0;Not Low;448.5;765.0;2.40;On;65120.0;63140.0
542306;On;41.20;Off;66176.0;55550.0;54760.0;Not Low;448.5;765.0;2.39;On;66830.0;64790.0
542336;On;41.52;Off;67816.0;55550.0;54760.0;Not Low;448.5;765.0;2.38;On;68540.0;66550.0
542366;On;41.53;Off;69448.0;55550.0;54760.0;Not Low;448.5;765.0;2.38;On;70260.0;68320.0
542396;On;41.55;Off;71080.0;55550.0;54760.0;Not Low;448.5;765.0;2.37;On;71970.0;70080.0
542426;On;41.56;Off;72992.0;72270.0;71810.0;Not Low;449.0;765.0;2.36;On;73680.0;71850.0
542457;On;41.58;Off;74904.0;72270.0;71810.0;Not Low;449.0;765.0;2.36;On;75390.0;73610.0
542484;On;41.59;Off;76816.0;72270.0;71810.0;Not Low;449.0;765.0;2.35;On;77100.0;75370.0
542516;On;41.60;Off;78728.0;72270.0;71810.0;Not Low;448.5;765.0;2.34;On;78820.0;77140.0
542546;On;41.62;Off;80640.0;72270.0;71810.0;Not Low;448.0;765.0;2.34;On;80530.0;78900.0
542577;On;41.64;Off;82552.0;72270.0;71810.0;Not Low;447.5;765.0;2.32;On;82240.0;80670.0
542606;On;41.65;Off;84464.0;72270.0;71810.0;Not Low;447.0;765.0;2.30;On;82840.0;82430.0
542636;On;41.67;Off;86376.0;72270.0;71810.0;Not Low;446.0;765.0;2.28;On;83430.0;82750.0
542666;On;40.69;Off;88288.0;72270.0;71810.0;Not Low;445.5;765.0;2.26;On;84030.0;83060.0
542726;On;39.71;Off;90200.0;72270.0;71810.0;Not Low;445.0;765.0;2.25;On;84620.0;83380.0
542756;On;38.73;Off;89936.0;91780.0;87060.0;Not Low;444.5;765.0;2.23;On;85220.0;83690.0
542787;On;37.75;Off;89672.0;91780.0;87060.0;Not Low;444.0;765.0;2.21;On;85810.0;84010.0
542816;On;36.76;Off;89408.0;91780.0;87060.0;Not Low;443.5;765.0;2.19;On;86410.0;84320.0
542846;On;35.78;Off;89144.0;91780.0;87060.0;Not Low;440.5;765.0;2.17;On;87000.0;84640.0
542876;On;34.81;Off;88880.0;91780.0;87060.0;Not Low;438.0;765.0;2.16;On;87600.0;84950.0
542906;On;33.83;Off;88616.0;91780.0;87060.0;Not Low;435.0;765.0;2.16;On;88190.0;85270.0
542950;On;32.85;Off;88352.0;91780.0;87060.0;Not Low;432.0;765.0;2.16;On;88530.0;85580.0
542995;On;31.87;Off;88088.0;91780.0;87060.0;Not Low;429.5;765.0;2.17;On;88860.0;85730.0
543026;On;31.87;Off;87824.0;91780.0;87060.0;Not Low;426.5;765.0;2.17;On;89200.0;85880.0
543056;On;31.87;Off;87560.0;91780.0;87060.0;Not Low;423.5;765.0;2.17;On;89540.0;86020.0
543086;On;31.87;Off;87544.0;88580.0;90780.0;Not Low;420.5;765.0;2.18;On;89880.0;86170.0
543130;On;31.87;Off;87528.0;88580.0;90780.0;Not Low;418.0;765.0;2.18;On;90210.0;86320.0
543161;On;31.87;Off;87504.0;88580.0;90780.0;Not Low;415.0;765.0;2.19;On;90550.0;86470.0
543191;On;31.87;Off;87488.0;88580.0;90780.0;Not Low;414.5;765.0;2.19;On;90890.0;86620.0
543221;On;31.87;Off;87472.0;88580.0;90780.0;Not Low;414.5;765.0;2.19;On;91220.0;86760.0
543251;On;31.87;Off;87456.0;88580.0;90780.0;Not Low;414.0;765.0;2.19;On;91560.0;86910.0
543282;On;31.87;Off;87440.0;88580.0;90780.0;Not Low;414.0;765.0;2.18;On;91620.0;87060.0
543326;On;31.87;Off;87416.0;88580.0;90780.0;Not Low;413.5;765.0;2.18;On;91680.0;87600.0
543356;On;31.87;Off;87400.0;88580.0;90780.0;Not Low;413.0;765.0;2.17;On;91750.0;88130.0
543387;On;31.87;Off;87384.0;88580.0;90780.0;Not Low;413.0;765.0;2.17;On;91810.0;88670.0
543430;On;31.87;Off;88000.0;86590.0;87120.0;Not Low;412.5;765.0;2.16;On;91870.0;89200.0
543491;On;31.87;Off;88616.0;86590.0;87120.0;Not Low;412.5;765.0;2.16;On;91930.0;89740.0
543521;On;31.87;Off;89232.0;86590.0;87120.0;Not Low;412.0;765.0;2.15;On;91990.0;90270.0
543570;On;31.87;Off;89848.0;86590.0;87120.0;Not Low;413.0;765.0;2.15;On;92060.0;90810.0
543594;On;31.87;Off;90464.0;86590.0;87120.0;Not Low;414.0;765.0;2.14;On;92120.0;91340.0
543624;On;31.87;Off;91080.0;86590.0;87120.0;Not Low;415.5;765.0;2.14;On;92180.0;91880.0
543657;On;31.87;Off;91696.0;86590.0;87120.0;Not Low;416.5;765.0;2.14;On;93570.0;92410.0
543686;On;31.87;Off;92312.0;86590.0;87120.0;Not Low;417.5;765.0;2.15;On;94970.0;93490.0
543715;On;31.87;Off;92928.0;86590.0;87120.0;Not Low;418.5;765.0;2.15;On;96360.0;94570.0
543746;On;31.87;Off;93544.0;86590.0;87120.0;Not Low;419.5;765.0;2.15;On;97760.0;95650.0
543776;On;31.87;Off;94560.0;97350.0;99760.0;Not Low;421.0;765.0;2.15;On;99150.0;96730.0
543836;On;31.87;Off;95576.0;97350.0;99760.0;Not Low;422.0;765.0;2.15;On;100540.0;97810.0
543866;On;31.87;Off;96600.0;97350.0;99760.0;Not Low;423.0;765.0;2.16;On;101940.0;98880.0
543893;On;31.87;Off;97616.0;97350.0;99760.0;Not Low;422.5;765.0;2.16;On;103330.0;99960.0
543926;On;31.87;Off;98632.0;97350.0;99760.0;Not Low;422.0;765.0;2.16;On;104730.0;101040.0
543956;On;31.87;Off;99648.0;97350.0;99760.0;Not Low;421.5;765.0;2.16;On;106120.0;102120.0
544000;On;31.87;Off;100664.0;97350.0;99760.0;Not Low;421.0;765.0;2.16;On;106600.0;103200.0
544031;On;31.87;Off;101688.0;97350.0;99760.0;Not Low;420.0;765.0;2.16;On;107070.0;104100.0
544061;On;31.87;Off;102704.0;97350.0;99760.0;Not Low;419.5;765.0;2.16;On;107550.0;105000.0
544091;On;31.87;Off;103720.0;97350.0;99760.0;Not Low;419.0;765.0;2.16;On;108030.0;105900.0
544121;On;31.87;Off;104736.0;104930.0;105710.0;Not Low;418.5;765.0;2.15;On;108510.0;106800.0
544181;On;31.87;Off;105752.0;104930.0;105710.0;Not Low;418.0;765.0;2.15;On;108980.0;107700.0
544226;On;31.87;Off;106760.0;104930.0;105710.0;Not Low;417.5;765.0;2.15;On;109460.0;108610.0
544270;On;31.87;Off;107776.0;104930.0;105710.0;Not Low;418.0;765.0;2.15;On;109940.0;109510.0
544301;On;31.87;Off;108792.0;104930.0;105710.0;Not Low;418.5;765.0;2.15;On;110410.0;110410.0
544360;On;31.87;Off;109808.0;104930.0;105710.0;Not Low;419.0;765.0;2.15;On;110890.0;111310.0
544391;On;31.87;Off;110824.0;104930.0;105710.0;Not Low;419.5;765.0;2.16;On;111570.0;112210.0
544421;On;31.87;Off;111832.0;104930.0;105710.0;Not Low;420.5;765.0;2.16;On;112250.0;112630.0
544451;On;31.87;Off;112848.0;104930.0;105710.0;Not Low;421.0;765.0;2.17;On;112920.0;113050.0
544481;On;31.87;Off;113864.0;104930.0;105710.0;Not Low;421.5;765.0;2.17;On;113600.0;113480.0
544526;On;31.87;Off;114400.0;114260.0;114000.0;Not Low;422.0;765.0;2.17;On;114280.0;113900.0
544556;On;31.87;Off;114944.0;114260.0;114000.0;Not Low;422.5;765.0;2.18;On;114960.0;114320.0
544587;On;31.87;Off;115480.0;114260.0;114000.0;Not Low;423.0;765.0;2.18;On;115640.0;114740.0
544616;On;31.87;Off;116016.0;114260.0;114000.0;Not Low;423.0;765.0;2.18;On;116310.0;115160.0
544646;On;31.87;Off;116560.0;114260.0;114000.0;Not Low;423.0;765.0;2.19;On;116990.0;115590.0
544676;On;31.87;Off;117096.0;114260.0;114000.0;Not Low;423.0;765.0;2.19;On;117670.0;116010.0
544706;On;31.87;Off;117632.0;114260.0;114000.0;Not Low;423.0;765.0;2.19;On;118270.0;116430.0
544750;On;31.87;Off;118168.0;114260.0;114000.0;Not Low;422.5;765.0;2.19;On;118860.0;117260.0
544781;On;31.87;Off;118712.0;114260.0;114000.0;Not Low;422.5;765.0;2.19;On;119460.0;118090.0
544826;On;31.87;Off;119248.0;114260.0;114000.0;Not Low;422.5;765.0;2.19;On;120060.0;118920.0
544856;On;31.87;Off;119928.0;120050.0;120220.0;Not Low;422.5;765.0;2.19;On;120660.0;119750.0
544901;On;31.87;Off;120600.0;120050.0;120220.0;Not Low;422.5;765.0;2.20;On;121250.0;120580.0
544946;On;31.87;Off;121280.0;120050.0;120220.0;Not Low;422.5;765.0;2.20;On;121850.0;121410.0
544976;On;31.87;Off;121952.0;120050.0;120220.0;Not Low;422.5;765.0;2.20;On;122450.0;122240.0
545006;On;31.87;Off;122632.0;120050.0;120220.0;Not Low;422.0;765.0;2.20;On;123040.0;123070.0
545036;On;31.87;Off;123304.0;120050.0;120220.0;Not Low;422.0;765.0;2.20;On;123640.0;123900.0
545066;On;31.87;Off;123984.0;120050.0;120220.0;Not Low;421.5;765.0;2.19;On;123800.0;124730.0
545096;On;31.87;Off;124656.0;120050.0;120220.0;Not Low;421.5;765.0;2.19;On;123960.0;124750.0
545126;On;31.87;Off;125336.0;120050.0;120220.0;Not Low;421.5;765.0;2.19;On;124120.0;124760.0
545156;On;31.87;Off;126008.0;120050.0;120220.0;Not Low;421.0;765.0;2.18;On;124280.0;124780.0
545187;On;31.87;Off;126048.0;126010.0;124950.0;Not Low;421.0;765.0;2.18;On;124430.0;124790.0
545233;On;31.87;Off;126088.0;126010.0;124950.0;Not Low;420.5;765.0;2.18;On;124590.0;124810.0
545289;On;31.87;Off;126128.0;126010.0;124950.0;Not Low;420.5;765.0;2.18;On;124750.0;124830.0
545351;On;31.87;Off;126168.0;126010.0;124950.0;Not Low;420.5;765.0;2.17;On;124910.0;124840.0
545395;On;31.87;Off;126208.0;126010.0;124950.0;Not Low;420.5;765.0;2.17;On;125070.0;124860.0
545440;On;31.87;Off;126256.0;126010.0;124950.0;Not Low;421.0;765.0;2.17;On;125230.0;124870.0
545471;On;31.87;Off;126296.0;126010.0;124950.0;Not Low;421.0;765.0;2.17;On;125510.0;124890.0
545515;On;31.87;Off;126336.0;126010.0;124950.0;Not Low;421.0;765.0;2.17;On;125780.0;125180.0
545546;On;31.87;Off;126376.0;126010.0;124950.0;Not Low;421.0;765.0;2.17;On;126060.0;125470.0
545576;On;31.87;Off;126416.0;126010.0;124950.0;Not Low;421.0;765.0;2.17;On;126340.0;125760.0
545606;On;31.87;Off;126616.0;126420.0;126630.0;Not Low;421.5;765.0;2.17;On;126620.0;126050.0
545635;On;31.87;Off;126816.0;126420.0;126630.0;Not Low;421.5;765.0;2.17;On;126890.0;126330.0
545666;On;31.87;Off;127016.0;126420.0;126630.0;Not Low;421.5;765.0;2.16;On;127170.0;126620.0
545696;On;31.87;Off;127216.0;126420.0;126630.0;Not Low;421.5;765.0;2.16;On;127450.0;126910.0
545726;On;31.87;Off;127424.0;126420.0;126630.0;Not Low;421.5;765.0;2.16;On;127720.0;127200.0
545756;On;31.87;Off;127624.0;126420.0;126630.0;Not Low;421.5;765.0;2.17;On;128000.0;127490.0
545786;On;31.87;Off;127824.0;126420.0;126630.0;Not Low;421.5;765.0;2.17;On;128020.0;127780.0
545816;On;31.87;Off;128024.0;126420.0;126630.0;Not Low;422.0;765.0;2.18;On;128040.0;127880.0
545846;On;31.87;Off;128224.0;126420.0;126630.0;Not Low;422.0;765.0;2.18;On;128060.0;127990.0
545876;On;31.87;Off;128424.0;126420.0;126630.0;Not Low;422.0;765.0;2.19;On;128080.0;128090.0
545906;On;31.87;Off;128464.0;128430.0;128150.0;Not Low;422.0;765.0;2.19;On;128100.0;128190.0
545937;On;31.87;Off;128504.0;128430.0;128150.0;Not Low;422.0;765.0;2.20;On;128130.0;128300.0
545967;On;31.87;Off;128544.0;128430.0;128150.0;Not Low;422.0;765.0;2.20;On;128150.0;128400.0
545996;On;31.87;Off;128584.0;128430.0;128150.0;Not Low;422.0;765.0;2.21;On;128170.0;128500.0
546026;On;31.87;Off;128624.0;128430.0;128150.0;Not Low;421.5;765.0;2.21;On;128190.0;128600.0
546056;On;31.87;Off;128656.0;128430.0;128150.0;Not Low;421.5;765.0;2.21;On;128210.0;128710.0
546086;On;31.87;Off;128696.0;128430.0;128150.0;Not Low;421.5;765.0;2.20;On;128350.0;128810.0
546131;On;31.87;Off;128736.0;128430.0;128150.0;Not Low;421.0;765.0;2.20;On;128490.0;129030.0
546161;On;31.87;Off;128776.0;128430.0;128150.0;Not Low;421.0;765.0;2.19;On;128630.0;129240.0
546191;On;31.87;Off;128816.0;128430.0;128150.0;Not Low;421.0;765.0;2.18;On;128770.0;129460.0
546221;On;31.87;Off;129056.0;128820.0;129330.0;Not Low;421.0;765.0;2.18;On;128920.0;129670.0
546266;On;31.87;Off;129296.0;128820.0;129330.0;Not Low;420.5;765.0;2.17;On;129060.0;129890.0
546294;On;31.87;Off;129536.0;128820.0;129330.0;Not Low;420.5;765.0;2.17;On;129200.0;130100.0
546340;On;31.87;Off;129776.0;128820.0;129330.0;Not Low;420.5;765.0;2.16;On;129340.0;130320.0
546371;On;31.87;Off;130008.0;128820.0;129330.0;Not Low;421.0;765.0;2.16;On;129480.0;130530.0
546402;On;31.87;Off;130248.0;128820.0;129330.0;Not Low;421.0;765.0;2.16;On;129620.0;130750.0
546445;On;31.87;Off;130488.0;128820.0;129330.0;Not Low;421.0;765.0;2.17;On;130120.0;130960.0
546475;On;31.87;Off;130728.0;128820.0;129330.0;Not Low;421.5;765.0;2.17;On;130620.0;131220.0
546521;On;31.87;Off;130968.0;128820.0;129330.0;Not Low;421.5;765.0;2.17;On;131120.0;131480.0
546551;On;31.87;Off;131208.0;128820.0;129330.0;Not Low;421.5;765.0;2.18;On;131620.0;131750.0
546626;On;31.87;Off;131408.0;132790.0;132810.0;Not Low;421.5;765.0;2.18;On;132120.0;132010.0
546658;On;31.87;Off;131608.0;132790.0;132810.0;Not Low;422.0;765.0;2.19;On;132620.0;132270.0
546699;On;31.87;Off;131808.0;132790.0;132810.0;Not Low;422.0;765.0;2.19;On;133120.0;132530.0
546731;On;31.87;Off;132008.0;132790.0;132810.0;Not Low;421.0;765.0;2.19;On;133620.0;132790.0
546761;On;31.87;Off;132200.0;132790.0;132810.0;Not Low;420.0;765.0;2.20;On;134120.0;133060.0
546791;On;31.87;Off;132400.0;132790.0;132810.0;Not Low;419.0;765.0;2.20;On;134620.0;133320.0
546821;On;31.87;Off;132600.0;132790.0;132810.0;Not Low;418.0;765.0;2.20;On;134680.0;133580.0
546851;On;31.87;Off;132800.0;132790.0;132810.0;Not Low;417.5;765.0;2.19;On;134730.0;133720.0
546881;On;31.87;Off;133000.0;132790.0;132810.0;Not Low;416.5;765.0;2.19;On;134790.0;133850.0
546926;On;31.87;Off;133200.0;132790.0;132810.0;Not Low;415.5;765.0;2.19;On;134850.0;133990.0
546956;On;31.87;Off;133440.0;134390.0;135310.0;Not Low;414.5;765.0;2.19;On;134900.0;134130.0
547001;On;31.87;Off;133672.0;134390.0;135310.0;Not Low;413.5;765.0;2.19;On;134960.0;134260.0
547046;On;31.87;Off;133912.0;134390.0;135310.0;Not Low;412.5;765.0;2.19;On;135020.0;134400.0
547076;On;31.87;Off;134152.0;134390.0;135310.0;Not Low;412.5;765.0;2.19;On;135080.0;134540.0
547106;On;31.87;Off;134392.0;134390.0;135310.0;Not Low;413.0;765.0;2.19;On;135130.0;134680.0
547136;On;31.87;Off;134624.0;134390.0;135310.0;Not Low;413.0;765.0;2.18;On;135190.0;134810.0
547166;On;31.87;Off;134864.0;134390.0;135310.0;Not Low;413.0;765.0;2.18;On;135110.0;134950.0
547196;On;31.87;Off;135104.0;134390.0;135310.0;Not Low;413.5;765.0;2.18;On;135030.0;134960.0
547226;On;31.87;Off;135336.0;134390.0;135310.0;Not Low;413.5;765.0;2.18;On;134950.0;134970.0
547272;On;31.87;Off;135576.0;134390.0;135310.0;Not Low;413.5;765.0;2.17;On;134870.0;134980.0
547302;On;31.87;Off;135616.0;135190.0;135340.0;Not Low;413.5;765.0;2.17;On;134790.0;134990.0
547346;On;31.87;Off;135656.0;135190.0;135340.0;Not Low;414.0;765.0;2.17;On;134710.0;135010.0
547376;On;31.87;Off;135696.0;135190.0;135340.0;Not Low;414.0;765.0;2.16;On;134630.0;135020.0
547406;On;31.87;Off;135736.0;135190.0;135340.0;Not Low;415.0;765.0;2.16;On;134550.0;135030.0
547450;On;31.87;Off;135776.0;135190.0;135340.0;Not Low;416.0;765.0;2.16;On;134470.0;135040.0
547480;On;31.87;Off;135808.0;135190.0;135340.0;Not Low;417.0;765.0;2.16;On;134390.0;135050.0
547524;On;31.87;Off;135848.0;135190.0;135340.0;Not Low;418.0;765.0;2.16;On;134490.0;135060.0
547555;On;31.87;Off;135888.0;135190.0;135340.0;Not Low;418.5;765.0;2.17;On;134600.0;135000.0
547585;On;31.87;Off;135928.0;135190.0;135340.0;Not Low;419.5;765.0;2.17;On;134700.0;134950.0
547615;On;31.87;Off;135968.0;135190.0;135340.0;Not Low;420.5;765.0;2.17;On;134800.0;134890.0
547645;On;31.87;Off;135848.0;135580.0;135360.0;Not Low;421.5;765.0;2.18;On;134910.0;134830.0
547676;On;31.87;Off;135728.0;135580.0;135360.0;Not Low;422.5;765.0;2.18;On;135010.0;134780.0
547705;On;31.87;Off;135608.0;135580.0;135360.0;Not Low;423.5;765.0;2.18;On;135110.0;134720.0
547735;On;31.87;Off;135488.0;135580.0;135360.0;Not Low;423.0;765.0;2.18;On;135210.0;134660.0
547765;On;31.87;Off;135376.0;135580.0;135360.0;Not Low;422.0;765.0;2.19;On;135320.0;134600.0
547825;On;31.87;Off;135256.0;135580.0;135360.0;Not Low;421.5;765.0;2.19;On;135420.0;134550.0
547855;On;31.87;Off;135136.0;135580.0;135360.0;Not Low;421.0;765.0;2.19;On;135400.0;134490.0
547885;On;31.87;Off;135016.0;135580.0;135360.0;Not Low;420.5;765.0;2.19;On;135370.0;134520.0
547914;On;31.87;Off;134896.0;135580.0;135360.0;Not Low;419.5;765.0;2.19;On;135350.0;134550.0
547945;On;31.87;Off;134776.0;135580.0;135360.0;Not Low;419.0;765.0;2.19;On;135330.0;134580.0
547975;On;31.87;Off;134856.0;135420.0;134960.0;Not Low;418.5;765.0;2.19;On;135310.0;134610.0
548006;On;31.87;Off;134936.0;135420.0;134960.0;Not Low;417.5;765.0;2.19;On;135280.0;134640.0
548050;On;31.87;Off;135016.0;135420.0;134960.0;Not Low;417.0;765.0;2.19;On;135260.0;134670.0
548081;On;31.87;Off;135096.0;135420.0;134960.0;Not Low;417.0;765.0;2.19;On;135240.0;134700.0
548126;On;31.87;Off;135176.0;135420.0;134960.0;Not Low;417.0;765.0;2.20;On;135210.0;134730.0
548156;On;31.87;Off;135256.0;135420.0;134960.0;Not Low;417.0;765.0;2.19;On;135190.0;134760.0
548186;On;31.87;Off;135336.0;135420.0;134960.0;Not Low;417.0;765.0;2.19;On;135210.0;134790.0
548216;On;31.87;Off;135416.0;135420.0;134960.0;Not Low;417.5;765.0;2.18;On;135240.0;134880.0
548246;On;31.87;Off;135496.0;135420.0;134960.0;Not Low;417.5;765.0;2.18;On;135260.0;134960.0
548276;On;31.87;Off;135576.0;135420.0;134960.0;Not Low;417.5;765.0;2.18;On;135280.0;135050.0
548306;On;31.87;Off;135600.0;134780.0;135450.0;Not Low;417.5;765.0;2.17;On;135300.0;135140.0
548352;On;31.87;Off;135624.0;134780.0;135450.0;Not Low;417.5;765.0;2.17;On;135330.0;135220.0
548381;On;31.87;Off;135648.0;134780.0;135450.0;Not Low;417.5;765.0;2.17;On;135350.0;135310.0
548426;On;31.87;Off;135672.0;134780.0;135450.0;Not Low;417.5;765.0;2.16;On;135370.0;135400.0
548456;On;31.87;Off;135696.0;134780.0;135450.0;Not Low;417.0;765.0;2.16;On;135400.0;135490.0
548484;On;31.87;Off;135712.0;134780.0;135450.0;Not Low;417.0;765.0;2.16;On;135420.0;135570.0
548516;On;31.87;Off;135736.0;134780.0;135450.0;Not Low;417.0;765.0;2.16;On;135580.0;135660.0
548546;On;31.87;Off;135760.0;134780.0;135450.0;Not Low;416.5;765.0;2.16;On;135740.0;135810.0
548578;On;31.87;Off;135784.0;134780.0;135450.0;Not Low;416.5;765.0;2.16;On;135890.0;135960.0
548607;On;31.87;Off;135808.0;134780.0;135450.0;Not Low;416.5;765.0;2.17;On;136050.0;136110.0
